,budget,genres,release_year
23096,0,"[{'id': 36, 'name': 'History'}]",2013
23097,0,"[{'id': 37, 'name': 'Western'}, {'id': 28, 'name': 'Action'}]",1971
23098,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1978
23099,0,"[{'id': 35, 'name': 'Comedy'}]",1991
23100,0,"[{'id': 18, 'name': 'Drama'}]",1987
23101,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",1965
23102,0,"[{'id': 18, 'name': 'Drama'}]",2014
23103,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 9648, 'name': 'Mystery'}]",2005
23104,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",2012
23105,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1999
23106,0,[],2013
23107,5000000,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",2014
23108,0,"[{'id': 35, 'name': 'Comedy'}]",2011
23109,70000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",2014
23110,50000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}, {'id': 10751, 'name': 'Family'}]",2014
23111,0,"[{'id': 35, 'name': 'Comedy'}]",2007
23112,0,"[{'id': 35, 'name': 'Comedy'}]",2012
23113,0,"[{'id': 35, 'name': 'Comedy'}]",2008
23114,0,"[{'id': 35, 'name': 'Comedy'}]",2007
23115,0,"[{'id': 27, 'name': 'Horror'}]",2001
23116,0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 10749, 'name': 'Romance'}, {'id': 10769, 'name': 'Foreign'}]",2006
23117,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",2013
23118,0,"[{'id': 99, 'name': 'Documentary'}]",2014
23119,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",2002
23120,0,"[{'id': 18, 'name': 'Drama'}]",2012
23121,0,"[{'id': 18, 'name': 'Drama'}]",2012
23122,0,"[{'id': 18, 'name': 'Drama'}]",2013
23123,0,[],1969
23124,0,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",1982
23125,25500000,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",2013
23126,0,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",2013
23127,150000,"[{'id': 99, 'name': 'Documentary'}]",2014
23128,9000000,"[{'id': 27, 'name': 'Horror'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",2005
23129,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",2012
23130,0,"[{'id': 99, 'name': 'Documentary'}]",2010
23131,0,"[{'id': 18, 'name': 'Drama'}]",1953
23132,0,"[{'id': 36, 'name': 'History'}, {'id': 18, 'name': 'Drama'}]",2013
23133,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",1965
23134,0,"[{'id': 99, 'name': 'Documentary'}]",2002
23135,8358460,"[{'id': 35, 'name': 'Comedy'}]",2014
23136,0,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",2012
23137,0,"[{'id': 99, 'name': 'Documentary'}]",2013
23138,1500000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",2012
23139,0,"[{'id': 37, 'name': 'Western'}, {'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]",1937
23140,0,"[{'id': 37, 'name': 'Western'}]",1947
23141,5000000,"[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",2012
23142,0,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",2013
23143,0,"[{'id': 36, 'name': 'History'}, {'id': 18, 'name': 'Drama'}]",1922
23144,0,"[{'id': 99, 'name': 'Documentary'}]",2003
23145,250000,"[{'id': 27, 'name': 'Horror'}]",1974
23146,0,"[{'id': 99, 'name': 'Documentary'}]",2003
23147,10000000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",2014
23148,1100000,"[{'id': 28, 'name': 'Action'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",2012
23149,0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",2013
23150,0,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",1975
23151,200,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",2012
23152,0,"[{'id': 18, 'name': 'Drama'}]",2012
23153,0,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}]",1977
23154,0,"[{'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}]",2010
23155,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 99, 'name': 'Documentary'}, {'id': 18, 'name': 'Drama'}]",2012
23156,0,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}]",2012
23157,200000,"[{'id': 27, 'name': 'Horror'}]",2014
23158,25000000,"[{'id': 18, 'name': 'Drama'}]",2014
23159,0,"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 9648, 'name': 'Mystery'}]",2005
23160,0,"[{'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]",2013
23161,0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",2012
23162,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]",2013
23163,3700000,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",2002
23164,0,"[{'id': 27, 'name': 'Horror'}]",2012
23165,0,"[{'id': 99, 'name': 'Documentary'}]",2013
23166,0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",1952
23167,0,"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10749, 'name': 'Romance'}]",1997
23168,0,"[{'id': 12, 'name': 'Adventure'}, {'id': 10752, 'name': 'War'}]",1937
23169,4500000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",2014
23170,0,"[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}]",2013
23171,0,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",2013
23172,0,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",1991
23173,0,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",1979
23174,0,"[{'id': 35, 'name': 'Comedy'}]",1919
23175,0,"[{'id': 35, 'name': 'Comedy'}]",1973
23176,0,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]",1974
23177,0,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}, {'id': 10749, 'name': 'Romance'}]",2011
23178,0,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 10769, 'name': 'Foreign'}]",2009
23179,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",1966
23180,0,"[{'id': 35, 'name': 'Comedy'}]",1962
23181,0,"[{'id': 18, 'name': 'Drama'}]",1988
23182,0,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",1993
23183,0,[],1999
23184,0,"[{'id': 99, 'name': 'Documentary'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",2011
23185,0,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",2010
23186,200000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]",2014
23187,0,"[{'id': 99, 'name': 'Documentary'}]",1965
23188,0,"[{'id': 18, 'name': 'Drama'}]",2012
23189,0,"[{'id': 10402, 'name': 'Music'}, {'id': 18, 'name': 'Drama'}]",1973
23190,0,"[{'id': 18, 'name': 'Drama'}]",1976
23191,0,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]",1973
23192,0,"[{'id': 16, 'name': 'Animation'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",2014
23193,0,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",1966
23194,0,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",1992
23195,0,"[{'id': 99, 'name': 'Documentary'}]",2012
23196,0,"[{'id': 99, 'name': 'Documentary'}]",2012
23197,0,"[{'id': 18, 'name': 'Drama'}]",2014
23198,0,"[{'id': 99, 'name': 'Documentary'}]",2012
23199,5000000,"[{'id': 27, 'name': 'Horror'}]",2013
23200,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",1952
23201,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",1951
23202,0,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]",1973
23203,0,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 27, 'name': 'Horror'}, {'id': 18, 'name': 'Drama'}]",1958
23204,17000000,"[{'id': 18, 'name': 'Drama'}]",2014
23205,0,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",2010
23206,0,"[{'id': 18, 'name': 'Drama'}]",1930
23207,0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",2014
23208,0,"[{'id': 18, 'name': 'Drama'}]",1950
23209,0,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",1974
23210,0,"[{'id': 35, 'name': 'Comedy'}]",1936
23211,0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",1994
23212,0,"[{'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}]",1932
23213,0,[],1962
23214,0,"[{'id': 14, 'name': 'Fantasy'}]",2009
23215,33000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 10749, 'name': 'Romance'}]",2014
23216,0,"[{'id': 53, 'name': 'Thriller'}]",2003
23217,0,"[{'id': 53, 'name': 'Thriller'}]",2011
23218,8000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}]",2013
23219,0,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",1974
23220,0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",1977
23221,0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]",1978
23222,0,"[{'id': 9648, 'name': 'Mystery'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",2007
23223,103000000,"[{'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",2014
23224,0,"[{'id': 36, 'name': 'History'}, {'id': 35, 'name': 'Comedy'}, {'id': 99, 'name': 'Documentary'}]",2014
23225,0,[],2010
23226,0,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",2013
23227,1000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 878, 'name': 'Science Fiction'}]",2014
23228,0,"[{'id': 99, 'name': 'Documentary'}, {'id': 10751, 'name': 'Family'}]",2014
23229,2500000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",2009
23230,0,"[{'id': 10752, 'name': 'War'}]",1950
23231,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 10752, 'name': 'War'}]",1961
23232,0,"[{'id': 35, 'name': 'Comedy'}]",2013
23233,100000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",2014
23234,0,"[{'id': 18, 'name': 'Drama'}]",1970
23235,0,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",1970
23236,0,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 35, 'name': 'Comedy'}, {'id': 28, 'name': 'Action'}]",2013
23237,0,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",2011
23238,12000000,"[{'id': 18, 'name': 'Drama'}]",2014
23239,0,"[{'id': 99, 'name': 'Documentary'}]",1967
23240,0,"[{'id': 10402, 'name': 'Music'}, {'id': 18, 'name': 'Drama'}]",1930
23241,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",1971
23242,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",2013
23243,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}, {'id': 53, 'name': 'Thriller'}]",1998
23244,40000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",2014
23245,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}]",2014
23246,0,"[{'id': 18, 'name': 'Drama'}]",2001
23247,0,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 28, 'name': 'Action'}]",2004
23248,0,"[{'id': 12, 'name': 'Adventure'}]",1955
23249,0,[],1947
23250,0,"[{'id': 99, 'name': 'Documentary'}, {'id': 27, 'name': 'Horror'}]",2007
23251,0,"[{'id': 99, 'name': 'Documentary'}, {'id': 36, 'name': 'History'}]",2002
23252,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",2013
23253,0,"[{'id': 18, 'name': 'Drama'}]",2008
23254,0,"[{'id': 10749, 'name': 'Romance'}]",1955
23255,0,"[{'id': 35, 'name': 'Comedy'}]",2013
23256,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}]",2014
23257,0,"[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",2002
23258,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",2013
23259,0,"[{'id': 10752, 'name': 'War'}, {'id': 35, 'name': 'Comedy'}]",1970
23260,0,"[{'id': 18, 'name': 'Drama'}]",1970
23261,0,"[{'id': 27, 'name': 'Horror'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]",2013
23262,28000000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",2014
23263,15000000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",2013
23264,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}]",1935
23265,0,"[{'id': 18, 'name': 'Drama'}]",1953
23266,0,"[{'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",1937
23267,0,"[{'id': 10751, 'name': 'Family'}, {'id': 10402, 'name': 'Music'}]",1944
23268,0,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]",1939
23269,0,"[{'id': 18, 'name': 'Drama'}]",1984
23270,0,"[{'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}, {'id': 80, 'name': 'Crime'}, {'id': 27, 'name': 'Horror'}]",1995
23271,3500000,"[{'id': 18, 'name': 'Drama'}, {'id': 37, 'name': 'Western'}]",1975
23272,16000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 10752, 'name': 'War'}]",2012
23273,1525000,"[{'id': 18, 'name': 'Drama'}]",2013
23274,9250000,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",2013
23275,2000000,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",2014
23276,0,"[{'id': 28, 'name': 'Action'}, {'id': 10769, 'name': 'Foreign'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",1964
23277,0,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",2001
23278,0,"[{'id': 99, 'name': 'Documentary'}]",2013
23279,0,"[{'id': 35, 'name': 'Comedy'}]",2012
23280,21000000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",2014
23281,0,"[{'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",1933
23282,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",1934
23283,0,"[{'id': 9648, 'name': 'Mystery'}, {'id': 18, 'name': 'Drama'}]",1933
23284,0,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 37, 'name': 'Western'}, {'id': 10402, 'name': 'Music'}]",1944
23285,0,"[{'id': 18, 'name': 'Drama'}]",2013
23286,0,"[{'id': 18, 'name': 'Drama'}]",2011
23287,460000,"[{'id': 35, 'name': 'Comedy'}, {'id': 99, 'name': 'Documentary'}, {'id': 18, 'name': 'Drama'}]",2014
23288,130000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 36, 'name': 'History'}, {'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",2014
23289,0,"[{'id': 35, 'name': 'Comedy'}]",2010
23290,1400000,"[{'id': 35, 'name': 'Comedy'}]",2013
23291,0,"[{'id': 27, 'name': 'Horror'}]",2011
23292,0,"[{'id': 27, 'name': 'Horror'}]",2013
23293,0,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",2013
23294,11,"[{'id': 99, 'name': 'Documentary'}]",2004
23295,0,"[{'id': 28, 'name': 'Action'}, {'id': 10769, 'name': 'Foreign'}, {'id': 878, 'name': 'Science Fiction'}]",1965
23296,0,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]",1982
23297,0,"[{'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",2011
23298,0,"[{'id': 18, 'name': 'Drama'}]",1961
23299,0,"[{'id': 10751, 'name': 'Family'}, {'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",2009
23300,0,"[{'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",2013
23301,0,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",2013
23302,0,"[{'id': 18, 'name': 'Drama'}]",1930
23303,0,[],2011
23304,0,"[{'id': 18, 'name': 'Drama'}]",1970
23305,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",1978
23306,0,"[{'id': 37, 'name': 'Western'}]",1973
23307,0,"[{'id': 18, 'name': 'Drama'}]",1991
23308,18000000,"[{'id': 35, 'name': 'Comedy'}]",2014
23309,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",2009
23310,0,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 37, 'name': 'Western'}]",1971
23311,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 28, 'name': 'Action'}]",2010
23312,0,"[{'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10752, 'name': 'War'}]",1969
23313,0,"[{'id': 18, 'name': 'Drama'}]",1967
23314,0,"[{'id': 99, 'name': 'Documentary'}]",1977
23315,0,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",2013
23316,0,"[{'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]",2013
23317,0,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]",2014
23318,0,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",2013
23319,0,"[{'id': 53, 'name': 'Thriller'}]",2012
23320,0,"[{'id': 99, 'name': 'Documentary'}]",2013
23321,0,"[{'id': 99, 'name': 'Documentary'}]",2014
23322,0,"[{'id': 99, 'name': 'Documentary'}]",2008
23323,750000,"[{'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",1977
23324,0,"[{'id': 99, 'name': 'Documentary'}, {'id': 18, 'name': 'Drama'}]",2013
23325,0,"[{'id': 99, 'name': 'Documentary'}]",2011
23326,0,"[{'id': 53, 'name': 'Thriller'}]",2014
23327,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",2013
23328,0,[],1960
23329,10900000,"[{'id': 18, 'name': 'Drama'}]",2013
23330,16000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",2013
23331,0,"[{'id': 99, 'name': 'Documentary'}]",2009
23332,1400000,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]",2008
23333,0,"[{'id': 37, 'name': 'Western'}]",1971
23334,0,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 28, 'name': 'Action'}]",2014
23335,0,"[{'id': 37, 'name': 'Western'}]",1946
23336,0,"[{'id': 35, 'name': 'Comedy'}]",1984
23337,0,"[{'id': 18, 'name': 'Drama'}]",2011
23338,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}, {'id': 10769, 'name': 'Foreign'}]",2011
23339,0,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",1946
23340,0,"[{'id': 53, 'name': 'Thriller'}]",2013
23341,1000000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",2013
23342,0,"[{'id': 99, 'name': 'Documentary'}, {'id': 10749, 'name': 'Romance'}]",2008
23343,0,"[{'id': 18, 'name': 'Drama'}]",1980
23344,0,"[{'id': 28, 'name': 'Action'}]",2009
23345,0,"[{'id': 10770, 'name': 'TV Movie'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",2009
23346,0,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 10769, 'name': 'Foreign'}, {'id': 12, 'name': 'Adventure'}]",1965
23347,0,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",2010
23348,5000000,"[{'id': 35, 'name': 'Comedy'}]",2014
23349,4200000,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]",2011
23350,0,"[{'id': 18, 'name': 'Drama'}]",2012
23351,0,"[{'id': 18, 'name': 'Drama'}]",1990
23352,0,"[{'id': 18, 'name': 'Drama'}]",1970
23353,0,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",1925
23354,0,"[{'id': 36, 'name': 'History'}, {'id': 18, 'name': 'Drama'}]",1936
23355,0,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]",1968
23356,0,"[{'id': 28, 'name': 'Action'}]",1976
23357,40000000,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",2014
23358,250000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]",2014
23359,160000000,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",2014
23360,0,"[{'id': 18, 'name': 'Drama'}]",1930
23361,0,"[{'id': 10752, 'name': 'War'}]",1972
23362,1000000,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",2012
23363,15000000,"[{'id': 35, 'name': 'Comedy'}]",2014
23364,0,"[{'id': 99, 'name': 'Documentary'}]",2013
23365,0,"[{'id': 99, 'name': 'Documentary'}]",2013
23366,0,"[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",2014
23367,0,"[{'id': 18, 'name': 'Drama'}]",2014
23368,0,"[{'id': 18, 'name': 'Drama'}]",2014
23369,0,"[{'id': 18, 'name': 'Drama'}]",1985
23370,0,"[{'id': 18, 'name': 'Drama'}]",1991
23371,200000,"[{'id': 99, 'name': 'Documentary'}]",1981
23372,0,"[{'id': 10402, 'name': 'Music'}, {'id': 18, 'name': 'Drama'}]",1982
23373,0,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]",1968
23374,0,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]",1972
23375,0,"[{'id': 35, 'name': 'Comedy'}]",2014
23376,70000000,"[{'id': 16, 'name': 'Animation'}, {'id': 10402, 'name': 'Music'}, {'id': 10751, 'name': 'Family'}]",2013
23377,0,"[{'id': 99, 'name': 'Documentary'}]",2013
23378,11000000,"[{'id': 35, 'name': 'Comedy'}]",2014
23379,0,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",1973
