,budget,genres,original_language,popularity,release_date,revenue,runtime,status,title,vote_average,vote_count,release_year
15344,110000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",en,16.747793,2010-06-10,177238796.0,117.0,Released,The A-Team,6.2,1737.0,2010
15348,200000000,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}]",en,16.96647,2010-06-16,1066969703.0,103.0,Released,Toy Story 3,7.6,4710.0,2010
15357,2000000,"[{'id': 18, 'name': 'Drama'}]",en,7.27941,2010-06-11,13831503.0,100.0,Released,Winter's Bone,6.8,575.0,2010
15361,13000000,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]",fr,10.681024,2009-05-16,0.0,110.0,Released,Don't Look Back,5.8,54.0,2009
15371,6153120,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",en,0.320384,2009-12-04,0.0,193.0,Released,Under the North Star,6.8,6.0,2009
15372,165000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",en,11.803808,2010-05-16,752600867.0,93.0,Released,Shrek Forever After,6.0,2021.0,2010
15385,13000000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",en,6.324751,2010-02-19,0.0,109.0,Released,The Killer Inside Me,6.0,175.0,2010
15394,383000,"[{'id': 18, 'name': 'Drama'}]",en,0.227906,1928-12-15,0.0,91.0,Released,A Woman of Affairs,7.0,4.0,1928
15408,68000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",en,34.047399,2010-06-23,698491347.0,124.0,Released,The Twilight Saga: Eclipse,5.9,2382.0,2010
15409,15000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",en,5.829644,2009-09-07,5024782.0,90.0,Released,Solitary Man,5.8,85.0,2009
15415,13000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}]",en,8.378149,2009-05-05,754249.0,161.0,Released,Enter the Void,7.2,397.0,2009
15416,11500000,"[{'id': 18, 'name': 'Drama'}]",en,3.877603,2009-02-07,0.0,101.0,Released,The Cry of the Owl,5.5,29.0,2009
15422,150000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",en,9.544657,2010-06-30,318502923.0,103.0,Released,The Last Airbender,4.7,1180.0,2010
15432,3000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",de,7.322719,2007-02-14,0.0,89.0,Released,Yella,6.0,16.0,2007
15437,1,"[{'id': 27, 'name': 'Horror'}]",en,0.509406,2006-11-03,0.0,88.0,Released,Cool Air,3.8,6.0,2006
15440,22000000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",en,1.999232,2009-01-18,0.0,109.0,Released,Endgame,6.1,14.0,2009
15458,15000,"[{'id': 99, 'name': 'Documentary'}]",en,0.037702,2005-01-01,0.0,82.0,Released,Horror Business,6.0,1.0,2005
15463,40000000,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",en,9.034929,2010-07-03,126248813.0,107.0,Released,Predators,6.0,1231.0,2010
15472,69000000,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",en,22.274502,2010-07-08,543513985.0,95.0,Released,Despicable Me,7.1,6595.0,2010
15474,3100000,"[{'id': 53, 'name': 'Thriller'}]",en,0.442155,2009-09-18,0.0,121.0,Released,31 North 62 East,4.4,5.0,2009
15475,2000000,[],en,0.519131,2009-06-19,0.0,95.0,Released,Irene in Time,1.0,1.0,2009
15480,160000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 9648, 'name': 'Mystery'}, {'id': 12, 'name': 'Adventure'}]",en,29.108149,2010-07-14,825532764.0,148.0,Released,Inception,8.1,14075.0,2010
15481,80000000,"[{'id': 35, 'name': 'Comedy'}]",en,23.981251,2010-06-24,271430189.0,102.0,Released,Grown Ups,6.0,1746.0,2010
15483,150000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",en,12.533525,2010-07-13,215283742.0,109.0,Released,The Sorcerer's Apprentice,5.9,1526.0,2010
15487,117000000,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",en,12.758942,2010-06-15,261930431.0,109.0,Released,Knight and Day,5.9,1583.0,2010
15488,6000000,"[{'id': 18, 'name': 'Drama'}]",en,7.588652,2009-01-17,0.0,99.0,Released,The Greatest,6.2,36.0,2009
15489,1000000,"[{'id': 28, 'name': 'Action'}, {'id': 10770, 'name': 'TV Movie'}, {'id': 18, 'name': 'Drama'}]",en,3.520748,1994-07-22,0.0,95.0,Released,Roadracers,5.4,22.0,1994
15496,40000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",en,11.690781,2010-06-10,357852395.0,140.0,Released,The Karate Kid,6.2,1675.0,2010
15497,3200000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",en,6.269507,2009-04-25,0.0,90.0,Released,The Good Guy,5.4,60.0,2009
15499,15000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",en,3.919317,2008-12-17,317000.0,102.0,Released,The Yellow Handkerchief,6.4,53.0,2008
15504,3500000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",en,5.899155,2010-07-09,34705850.0,106.0,Released,The Kids Are All Right,6.5,512.0,2010
15516,110000000,"[{'id': 28, 'name': 'Action'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",en,8.704455,2010-07-21,293329073.0,100.0,Released,Salt,6.2,2125.0,2010
15530,47000000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 14, 'name': 'Fantasy'}]",en,11.817059,2009-09-11,3547209.0,156.0,Released,Mr. Nobody,7.9,1616.0,2009
15534,4500000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",en,0.313032,1954-12-20,3200000.0,142.0,Released,The Silver Chalice,4.1,5.0,1954
15540,69000000,"[{'id': 35, 'name': 'Comedy'}]",en,11.623718,2010-07-30,86387857.0,114.0,Released,Dinner for Schmucks,5.5,542.0,2010
15544,35000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}]",en,8.983275,2010-03-26,93246388.0,109.0,Released,Nanny McPhee and the Big Bang,6.0,450.0,2010
15564,2500000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",fi,0.97247,2009-01-09,0.0,133.0,Released,Hellsinki,6.4,18.0,2009
15569,3500000,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]",en,0.861213,2009-04-25,0.0,96.0,Released,2:13,4.6,10.0,2009
15571,12902809,"[{'id': 28, 'name': 'Action'}, {'id': 36, 'name': 'History'}, {'id': 18, 'name': 'Drama'}]",cn,1.9602,2010-04-21,36000000.0,109.0,Released,Ip Man 2,7.2,684.0,2010
15579,44000000,"[{'id': 18, 'name': 'Drama'}]",en,6.273131,2010-05-01,48190704.0,99.0,Released,Charlie St. Cloud,6.8,589.0,2010
15581,100000000,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",en,12.536621,2010-08-06,170432927.0,107.0,Released,The Other Guys,6.1,1406.0,2010
15590,7300000,"[{'id': 18, 'name': 'Drama'}]",no,0.920414,2008-01-18,0.0,100.0,Released,The Kautokeino Rebellion,5.7,10.0,2008
15603,322000,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10752, 'name': 'War'}]",en,1.48335,1942-07-31,1040000.0,81.0,Released,Invisible Agent,5.7,6.0,1942
15608,80000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}]",en,14.75562,2010-08-03,274470394.0,103.0,Released,The Expendables,6.0,2977.0,2010
15609,60000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]",en,13.793301,2010-07-27,47664559.0,112.0,Released,Scott Pilgrim vs. the World,7.2,2185.0,2010
15613,5000000,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",en,9.649312,2010-06-03,1000000.0,113.0,Released,Animal Kingdom,6.7,240.0,2010
15628,12000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]",en,13.00941,2010-02-15,6814789.0,97.0,Released,Centurion,6.0,394.0,2010
15630,4500000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",en,3.311392,2009-10-10,744816.0,97.0,Released,Life During Wartime,6.3,30.0,2009
15647,21800000,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",en,9.662564,2010-07-15,0.0,96.0,Released,The Experiment,6.4,304.0,2010
15648,700,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}]",en,7.930423,2007-06-01,0.0,90.0,Released,Black Water,5.9,67.0,2007
15653,24000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}]",en,8.212132,2010-08-20,83188165.0,88.0,Released,Piranha 3D,5.3,599.0,2010
15656,25000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 9648, 'name': 'Mystery'}]",fr,6.710598,2010-04-09,34100000.0,105.0,Released,The Extraordinary Adventures of Adèle Blanc-Sec,5.9,325.0,2010
15657,7500000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",en,4.678848,2010-01-22,0.0,103.0,Released,Get Low,6.5,100.0,2010
15670,10000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",en,6.632194,2009-09-13,7022728.0,96.0,Released,The Joneses,6.1,212.0,2009
15679,14000000,"[{'id': 80, 'name': 'Crime'}, {'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",en,2.542612,2010-03-13,0.0,92.0,Released,Giallo,4.2,38.0,2010
15680,5000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",en,0.889745,1987-10-30,125400.0,110.0,Released,Gaby: A True Story,3.5,2.0,1987
15684,30000000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",en,12.17886,2010-03-20,967000.0,92.0,Released,TEKKEN,5.2,185.0,2010
15689,823258,"[{'id': 35, 'name': 'Comedy'}]",en,4.584117,2004-12-01,823258.0,105.0,Released,Narco,6.1,43.0,2004
15696,1800000,"[{'id': 27, 'name': 'Horror'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",en,6.397109,2010-08-27,67738090.0,87.0,Released,The Last Exorcism,5.6,330.0,2010
15706,20000000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",en,7.275649,2010-08-31,65464324.0,104.0,Released,The American,5.8,488.0,2010
15720,19000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",en,5.695408,2010-05-11,49830607.0,101.0,Released,The Switch,5.9,599.0,2010
15722,150000,"[{'id': 16, 'name': 'Animation'}, {'id': 878, 'name': 'Science Fiction'}]",en,1.802597,2006-03-24,0.0,11.0,Released,Elephants Dream,6.0,28.0,2006
15726,53000,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",en,4.482793,1953-04-01,0.0,62.0,Released,Fear and Desire,5.1,66.0,1953
15732,1000000,"[{'id': 99, 'name': 'Documentary'}]",en,0.075176,2008-05-19,57.0,106.0,Released,The End of Poverty?,0.0,0.0,2008
15735,20000000,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}]",en,7.120403,2010-09-01,31327899.0,105.0,Released,Machete,6.3,1171.0,2010
15736,30000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",en,9.111782,2010-08-04,159291809.0,107.0,Released,Step Up 3D,6.6,595.0,2010
15742,32000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",en,6.876053,2010-09-01,42045846.0,102.0,Released,Going the Distance,6.0,271.0,2010
15765,2500,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10769, 'name': 'Foreign'}]",fa,1.529879,2006-05-26,0.0,93.0,Released,Offside,6.7,27.0,2006
15767,1500000,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",en,6.650064,2009-07-17,0.0,88.0,Released,Homecoming,5.6,35.0,2009
15771,20000000,"[{'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}]",en,8.129407,2010-08-18,80547866.0,82.0,Released,Vampires Suck,4.2,326.0,2010
15776,60000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",en,0.452934,2010-09-09,300228084.0,97.0,Released,Resident Evil: Afterlife,5.8,1382.0,2010
15778,7000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",en,0.739298,2010-01-29,0.0,110.0,Released,Preacher's Kid,5.6,9.0,2010
15779,24000000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",fr,6.69573,2010-03-23,0.0,115.0,Released,22 Bullets,6.4,285.0,2010
15782,5000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}]",cn,1.311671,2007-10-01,0.0,93.0,Released,Triangle,6.2,13.0,2007
15786,290,"[{'id': 18, 'name': 'Drama'}]",en,1.094643,1933-06-17,0.0,76.0,Released,Heroes for Sale,6.3,6.0,1933
15788,1500000,"[{'id': 18, 'name': 'Drama'}]",fr,3.08132,2001-09-08,0.0,108.0,Released,The Pornographer,4.5,14.0,2001
15790,400000,"[{'id': 35, 'name': 'Comedy'}]",it,1.551992,1936-10-30,0.0,73.0,Released,Our Relations,7.2,17.0,1936
15791,275000,[],en,0.003324,2004-09-10,0.0,99.0,Released,Freedom Park,0.0,0.0,2004
15795,90000,"[{'id': 9648, 'name': 'Mystery'}, {'id': 27, 'name': 'Horror'}, {'id': 18, 'name': 'Drama'}]",en,1.633103,1972-05-01,0.0,104.0,Released,Hungry Wives,5.4,12.0,1972
15798,40000000,"[{'id': 18, 'name': 'Drama'}]",en,16.972995,2010-09-30,224920315.0,120.0,Released,The Social Network,7.1,3492.0,2010
15801,3500000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}]",en,5.860115,2010-09-28,0.0,78.0,Released,Superman/Batman: Apocalypse,7.0,171.0,2010
15806,120000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",fr,0.998151,1964-12-04,0.0,95.0,Released,The Married Woman,7.1,21.0,1964
15807,37000000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",en,13.081203,2010-09-15,154026136.0,125.0,Released,The Town,7.0,1516.0,2010
15814,8000000,"[{'id': 35, 'name': 'Comedy'}]",en,15.138144,2010-09-10,74952305.0,92.0,Released,Easy A,6.7,2282.0,2010
15815,60000000,"[{'id': 18, 'name': 'Drama'}]",en,15.904834,2010-08-12,204594016.0,133.0,Released,Eat Pray Love,5.8,655.0,2010
15816,30000,"[{'id': 18, 'name': 'Drama'}]",en,5.416588,2010-08-26,617000.0,84.0,Released,Howl,6.8,68.0,2010
15817,3000000,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",en,0.980913,2010-08-13,0.0,99.0,Released,Camp Hell,3.4,17.0,2010
15818,100000,"[{'id': 99, 'name': 'Documentary'}]",en,0.518603,2008-10-09,0.0,90.0,Released,Blue Gold: World Water Wars,6.2,5.0,2008
15824,1750000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",en,0.379884,1945-11-21,0.0,135.0,Released,Saratoga Trunk,4.4,6.0,1945
15827,14000000,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",en,10.279685,2010-08-06,1755212.0,89.0,Released,Flipped,7.4,426.0,2010
15829,70000000,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",en,9.819864,2010-09-02,134748021.0,133.0,Released,Wall Street: Money Never Sleeps,5.8,504.0,2010
15834,80000000,"[{'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",en,17.674048,2010-07-10,140073390.0,97.0,Released,Legend of the Guardians: The Owls of Ga'Hoole,6.5,715.0,2010
15835,85000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",en,7.941637,2010-07-30,112483764.0,82.0,Released,Cats & Dogs 2 : The Revenge of Kitty Galore,4.9,122.0,2010
15842,30000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",fr,0.234366,1992-03-04,0.0,125.0,Released,Diên Biên Phu,5.4,4.0,1992
15844,1200000,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]",en,1.202218,2010-07-14,0.0,128.0,Released,Amigo,6.0,2.0,2010
15851,8000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",en,8.172013,2010-07-06,6491240.0,101.0,Released,It's Kind of a Funny Story,6.9,691.0,2010
15852,60000,"[{'id': 18, 'name': 'Drama'}]",en,0.666828,1965-05-25,0.0,92.0,Released,Mudhoney,7.5,9.0,1965
15859,22000000,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",en,7.095445,2009-05-17,0.0,105.0,Released,Middle Men,6.5,94.0,2009
15871,3800000,"[{'id': 35, 'name': 'Comedy'}]",en,2.894924,2009-06-10,111731.0,84.0,Released,Saint John of Las Vegas,5.9,18.0,2009
15873,1,"[{'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",hi,1.280455,2003-08-15,2.0,132.0,Released,Tere Naam,6.4,18.0,2003
15875,1500000,"[{'id': 28, 'name': 'Action'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",en,0.300118,2008-01-01,0.0,98.0,Released,Red Canyon,4.8,4.0,2008
15886,1400000,"[{'id': 35, 'name': 'Comedy'}]",en,3.521957,2010-04-22,0.0,84.0,Released,My Girlfriend's Boyfriend,6.1,45.0,2010
15889,20000000,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]",en,11.11946,2010-10-01,24145613.0,116.0,Released,Let Me In,6.7,656.0,2010
15890,550000,"[{'id': 16, 'name': 'Animation'}, {'id': 14, 'name': 'Fantasy'}]",en,4.874409,2010-09-30,0.0,14.0,Released,Sintel,7.4,71.0,2010
15891,150000,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}]",en,5.271855,2008-04-10,0.0,8.0,Released,Big Buck Bunny,6.2,58.0,2008
15892,35000000,"[{'id': 18, 'name': 'Drama'}]",en,7.681383,2010-08-20,60251371.0,123.0,Released,Secretariat,6.8,103.0,2010
15894,10000000,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",en,7.094276,2010-01-13,33583175.0,80.0,Released,Devil,5.8,836.0,2010
15896,20000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",en,12.820452,2010-09-24,32005248.0,105.0,Released,You Again,6.0,380.0,2010
15897,38000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",en,7.824962,2010-10-02,105610124.0,114.0,Released,Life As We Know It,6.6,873.0,2010
15898,30000,"[{'id': 99, 'name': 'Documentary'}]",en,5.174738,2010-09-17,3045943.0,87.0,Released,Catfish,6.5,201.0,2010
15899,22000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",en,6.36477,2010-05-23,0.0,98.0,Released,You Will Meet a Tall Dark Stranger,5.8,254.0,2010
15902,22000000,"[{'id': 18, 'name': 'Drama'}]",en,11.275132,2010-10-07,9479718.0,105.0,Released,Stone,5.2,195.0,2010
15903,625000,"[{'id': 27, 'name': 'Horror'}]",en,3.232681,2009-05-12,0.0,101.0,Released,Hunger,5.7,36.0,2009
15908,2000000,"[{'id': 99, 'name': 'Documentary'}]",en,10.30535,2010-10-08,7871522.0,109.0,Released,Inside Job,7.7,287.0,2010
15909,7600000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",fr,2.334013,2009-08-12,0.0,85.0,Released,Leaving,5.8,23.0,2009
15910,500000,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",en,6.154375,2010-06-18,4242978.0,94.0,Released,Monsters,6.2,597.0,2010
15915,12500000,"[{'id': 18, 'name': 'Drama'}]",en,11.024462,2010-09-11,6732980.0,107.0,Released,Conviction,7.0,195.0,2010
15916,4000000,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",en,10.964499,2010-09-12,55125.0,90.0,Released,Dirty Girl,6.4,71.0,2010
15917,7,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}, {'id': 10749, 'name': 'Romance'}]",en,0.265854,2009-08-09,7.0,82.0,Released,Bran Nue Dae,5.2,6.0,2009
15922,15000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 878, 'name': 'Science Fiction'}]",en,8.278794,2010-09-15,9455232.0,104.0,Released,Never Let Me Go,6.8,755.0,2010
15930,18000000,"[{'id': 16, 'name': 'Animation'}, {'id': 18, 'name': 'Drama'}]",fr,6.971611,2010-02-16,5602431.0,80.0,Released,The Illusionist,7.2,177.0,2010
15947,4400000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]",en,2.058133,2010-05-12,0.0,81.0,Released,Lost Boys: The Thirst,5.4,46.0,2010
15953,4000000,"[{'id': 18, 'name': 'Drama'}, {'id': 99, 'name': 'Documentary'}]",en,1.845584,2007-05-25,0.0,40.0,Released,IMAX Mummies Secrets Of The Pharohs,6.9,10.0,2007
15954,7500,"[{'id': 99, 'name': 'Documentary'}]",en,0.44374,2007-07-21,0.0,85.0,Released,Bianca Beauchamp: All Access,8.0,3.0,2007
15959,2270000,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",hi,2.927226,2010-08-13,6900000.0,104.0,Released,PEEPLI [Live],7.7,17.0,2010
15964,500000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]",en,5.305905,2010-07-09,98017.0,85.0,Released,Rubber,5.7,252.0,2010
15966,22000000,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",en,11.634377,2010-03-27,851517.0,112.0,Released,Shelter,5.7,213.0,2010
15972,20000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 99, 'name': 'Documentary'}, {'id': 28, 'name': 'Action'}]",en,10.997518,2010-10-15,117224271.0,94.0,Released,Jackass 3D,6.4,434.0,2010
15989,58000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",en,12.595165,2010-10-13,71664962.0,111.0,Released,RED,6.6,2858.0,2010
15994,15000000,"[{'id': 18, 'name': 'Drama'}]",da,7.671851,2010-08-26,0.0,119.0,Released,In a Better World,7.3,116.0,2010
15995,25000000,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",en,5.282976,2010-10-08,19829957.0,107.0,Released,My Soul to Take,5.2,150.0,2010
16014,12000000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",en,10.425288,2007-11-27,5285197.0,94.0,Released,Whisper,6.2,62.0,2007
16019,8700000,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",fr,5.546687,2010-03-17,47355187.0,105.0,Released,Heartbreaker,6.5,388.0,2010
16020,4000000,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",fr,4.476836,2010-05-18,41424067.0,120.0,Released,Of Gods and Men,6.5,93.0,2010
16031,3000000,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",en,7.388933,2010-10-20,177512032.0,91.0,Released,Paranormal Activity 2,5.7,734.0,2010
16033,10000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",en,6.407803,2010-10-19,0.0,98.0,Released,Born to Raise Hell,4.0,22.0,2010
16034,200,"[{'id': 27, 'name': 'Horror'}]",en,1.280497,2010-10-19,0.0,0.0,Released,The Maze,5.0,6.0,2010
