,year,filiere,banque,ecole,inscrits_nb,inscrits_filles,inscrits_cinq_demi,admissibles_nb,admissibles_filles,admissibles_cinq_demi,classes_nb,classes_filles,classes_cinq_demi,rg_dernier_appele,integres_nb,integres_filles,integres_cinq_demi,places,appeles,integres_rg_median,integres_rg_moyen,longitude,latitude,postalcode
15166,2006,tsi,BANQUE EPREUVES C.C.P,ENSI Bourges,241.0,8.0,20.0,178.0,6.0,21.0,51.0,11.0,24.0,,9.0,,,7.0,,,,2.398782,47.081012,18
15167,2006,tsi,BANQUE EPREUVES C.C.P,ENSIETA Brest Militaire,187.0,4.0,22.0,55.0,5.0,28.0,17.0,0.0,30.0,10.0,1.0,0.0,0.0,1.0,,,,-4.4720707,48.41908,29
15168,2006,mp,BANQUE EPREUVES C.C.P,ENSIETA Brest Militaire,543.0,19.0,38.0,302.0,16.0,46.0,147.0,21.0,55.0,65.0,12.0,8.0,100.0,12.0,,,,-4.4720707,48.41908,29
15169,2006,pc,BANQUE EPREUVES C.C.P,ENSIETA Brest Militaire,416.0,21.0,37.0,181.0,25.0,45.0,82.0,30.0,50.0,62.0,6.0,33.0,17.0,6.0,,,,-4.4720707,48.41908,29
15170,2006,psi,BANQUE EPREUVES C.C.P,ENSIETA Brest Militaire,768.0,15.0,37.0,413.0,12.0,48.0,128.0,10.0,65.0,121.0,11.0,9.0,46.0,11.0,,,,-4.4720707,48.41908,29
15171,2009,tsi,BANQUE EPREUVES C.C.P,ENSIETA Brest Militaire,139.0,5.0,21.0,25.0,8.0,20.0,20.0,5.0,20.0,7,2.0,0.0,50.0,2.0,,,,-4.4720707,48.41908,29
15172,2009,mp,BANQUE EPREUVES C.C.P,ENSIETA Brest Militaire,536.0,15.0,30.0,235.0,12.0,40.0,140.0,14.0,50.0,116,18.0,11.0,45.0,18.0,,,,-4.4720707,48.41908,29
15173,2009,pc,BANQUE EPREUVES C.C.P,ENSIETA Brest Militaire,462.0,20.0,34.0,133.0,25.0,53.0,86.0,26.0,52.0,83,8.0,12.0,38.0,9.0,,,,-4.4720707,48.41908,29
15174,2009,psi,BANQUE EPREUVES C.C.P,ENSIETA Brest Militaire,696.0,15.0,32.0,218.0,13.0,52.0,132.0,16.0,62.0,87,15.0,20.0,47.0,15.0,,,,-4.4720707,48.41908,29
15175,2008,tsi,BANQUE EPREUVES C.C.P,ENSIETA Brest Militaire,115.0,8.0,15.0,23.0,13.0,9.0,17.0,5.0,6.0,5,1.0,0.0,0.0,1.0,,,,-4.4720707,48.41908,29
15176,2008,mp,BANQUE EPREUVES C.C.P,ENSIETA Brest Militaire,514.0,16.0,31.0,204.0,17.0,47.0,136.0,17.0,52.0,85,14.0,7.0,72.0,14.0,,,,-4.4720707,48.41908,29
15177,2008,pc,BANQUE EPREUVES C.C.P,ENSIETA Brest Militaire,456.0,20.0,34.0,125.0,25.0,55.0,77.0,27.0,68.0,70,7.0,14.0,58.0,7.0,,,,-4.4720707,48.41908,29
15178,2008,psi,BANQUE EPREUVES C.C.P,ENSIETA Brest Militaire,737.0,16.0,32.0,188.0,11.0,55.0,118.0,14.0,66.0,108,13.0,7.0,70.0,13.0,,,,-4.4720707,48.41908,29
15179,2007,PSI,BANQUE EPREUVES C.C.P,ENSIETA Brest Militaire,781.0,13.0,31.0,254.0,13.0,50.0,146.0,10.0,59.0,116.0,13.0,15.0,77.0,13.0,,,,-4.4720707,48.41908,29
15180,2007,PC,BANQUE EPREUVES C.C.P,ENSIETA Brest Militaire,538.0,21.0,30.0,151.0,22.0,48.0,88.0,20.0,53.0,65.0,7.0,0.0,72.0,7.0,,,,-4.4720707,48.41908,29
15181,2007,TSI,BANQUE EPREUVES C.C.P,ENSIETA Brest Militaire,152.0,7.0,26.0,19.0,15.0,69.0,15.0,20.0,67.0,1.0,1.0,0.0,0.0,1.0,,,,-4.4720707,48.41908,29
15182,2007,MP,BANQUE EPREUVES C.C.P,ENSIETA Brest Militaire,577.0,17.0,34.0,211.0,13.0,49.0,137.0,16.0,56.0,85.0,14.0,21.0,43.0,14.0,,,,-4.4720707,48.41908,29
15183,2010,psi,BANQUE EPREUVES C.C.P,ENSIETA Brest Militaire,712.0,16.0,31.0,218.0,14.0,47.0,141.0,18.0,52.0,118,15.0,6.0,67.0,15,,,,-4.4720707,48.41908,29
15184,2010,tsi,BANQUE EPREUVES C.C.P,ENSIETA Brest Militaire,118.0,10.0,9.0,25.0,4.0,12.0,18.0,5.0,6.0,13,2.0,0.0,50.0,2,,,,-4.4720707,48.41908,29
15185,2010,pc,BANQUE EPREUVES C.C.P,ENSIETA Brest Militaire,432.0,20.0,36.0,165.0,18.0,53.0,102.0,21.0,60.0,93,9.0,0.0,56.0,9,,,,-4.4720707,48.41908,29
15186,2010,mp,BANQUE EPREUVES C.C.P,ENSIETA Brest Militaire,538.0,16.0,32.0,216.0,12.0,48.0,141.0,12.0,59.0,114,18.0,16.0,67.0,18,,,,-4.4720707,48.41908,29
15187,2005,pc,BANQUE EPREUVES C.C.P,ENSIETA Brest Militaire,652.0,23.0,35.0,147.0,24.0,50.0,85.0,30.0,55.0,47.0,6.0,33.0,100.0,6,,,,-4.4720707,48.41908,29
15188,2005,mp,BANQUE EPREUVES C.C.P,ENSIETA Brest Militaire,818.0,17.0,34.0,258.0,13.0,51.0,146.0,16.0,62.0,82.0,12.0,25.0,50.0,12,,,,-4.4720707,48.41908,29
15189,2005,psi,BANQUE EPREUVES C.C.P,ENSIETA Brest Militaire,920.0,13.0,28.0,258.0,13.0,41.0,140.0,12.0,46.0,79.0,11.0,27.0,73.0,11,,,,-4.4720707,48.41908,29
15190,2005,tsi,BANQUE EPREUVES C.C.P,ENSIETA Brest Militaire,272.0,4.0,21.0,38.0,2.0,16.0,22.0,4.0,14.0,7.0,1.0,0.0,0.0,1,,,,-4.4720707,48.41908,29
15191,2006,tsi,BANQUE EPREUVES C.C.P,CUST Clermont-Ferrand MPE,543.0,5.0,21.0,375.0,5.0,22.0,255.0,7.0,22.0,204.0,3.0,0.0,34.0,6.0,,,,3.1092253,45.7608031,63
15192,2006,mp,RESEAU POLYTECH,CUST Clermont-Ferrand MPE,,,,,,,,,,751.0,14.0,7.0,36.0,14.0,,,,3.1092253,45.7608031,63
15193,2006,pc,RESEAU POLYTECH,CUST Clermont-Ferrand MPE,,,,,,,,,,679.0,6.0,16.0,34.0,9.0,,,,3.1092253,45.7608031,63
15194,2006,psi,RESEAU POLYTECH,CUST Clermont-Ferrand MPE,,,,,,,,,,822.0,8.0,12.0,50.0,5.0,,,,3.1092253,45.7608031,63
15195,2006,pt,RESEAU POLYTECH,CUST Clermont-Ferrand MPE,,,,,,,,,,544.0,8.0,37.0,13.0,6.0,,,,3.1092253,45.7608031,63
15196,2005,pc,RESEAU POLYTECH,CUST Clermont-Ferrand MPE,,,,,,,,,,689.0,5.0,60.0,0.0,10,,,,3.1092253,45.7608031,63
15197,2005,mp,RESEAU POLYTECH,CUST Clermont-Ferrand MPE,,,,,,,,,,733.0,8.0,12.0,13.0,17,,,,3.1092253,45.7608031,63
15198,2005,pt,RESEAU POLYTECH,CUST Clermont-Ferrand MPE,,,,,,,,,,530.0,2.0,0.0,0.0,8,,,,3.1092253,45.7608031,63
15199,2005,psi,RESEAU POLYTECH,CUST Clermont-Ferrand MPE,,,,,,,,,,717.0,1.0,0.0,0.0,6,,,,3.1092253,45.7608031,63
15200,2005,tsi,BANQUE EPREUVES C.C.P,CUST Clermont-Ferrand MPE,452.0,5.0,26.0,314.0,5.0,25.0,198.0,6.0,30.0,167.0,6.0,33.0,0.0,6,,,,3.1092253,45.7608031,63
15201,2006,tsi,BANQUE EPREUVES C.C.P,ENSTIM Douai,354.0,5.0,23.0,117.0,5.0,33.0,66.0,3.0,32.0,46.0,2.0,0.0,100.0,2.0,,,,3.0676659,50.3755213,59
15202,2006,mp,CONCOURS DES ENSTIM,ENSTIM Douai,,,,,,,,,,146.0,11.0,54.0,46.0,9.0,,,,3.0676659,50.3755213,59
15203,2006,pc,CONCOURS DES ENSTIM,ENSTIM Douai,,,,,,,,,,213.0,13.0,30.0,77.0,13.0,,,,3.0676659,50.3755213,59
15204,2006,psi,CONCOURS DES ENSTIM,ENSTIM Douai,,,,,,,,,,201.0,14.0,35.0,58.0,13.0,,,,3.0676659,50.3755213,59
15205,2006,pt,AUTRES ECOLES,ENSTIM Douai,,,,,,,,,,194.0,5.0,0.0,60.0,8.0,,,,3.0676659,50.3755213,59
15206,2009,tsi,BANQUE EPREUVES C.C.P,ENSTIM Douai,,,,,,,,,,55,2.0,0.0,0.0,2.0,,,,3.0676659,50.3755213,59
15207,2009,mp,CONCOURS DES ENSTIM,ENSTIM Douai,,,,,,,,,,300,20.0,25.0,40.0,20.0,,,,3.0676659,50.3755213,59
15208,2009,pc,CONCOURS DES ENSTIM,ENSTIM Douai,,,,,,,,,,251,20.0,45.0,50.0,20.0,,,,3.0676659,50.3755213,59
15209,2009,pt,ENSTIM,ENSTIM Douai,,,,,,,,,,224.0,11.0,9.0,46.0,12.0,,,,3.0676659,50.3755213,59
15210,2009,psi,CONCOURS DES ENSTIM,ENSTIM Douai,,,,,,,,,,198,16.0,25.0,57.0,16.0,,,,3.0676659,50.3755213,59
15211,2003,TSI,BANQUE D'EPREUVES C.C.P,ENSTIM Douai,,,,,,,,,,,2.0,50.0,50.0,2.0,104.0,,,3.0676659,50.3755213,59
15212,2003,PC,CONCOURS DES ENSTIM,ENSTIM Douai,,,,,,,,,,,7.0,14.0,100.0,7.0,97.0,,,3.0676659,50.3755213,59
15213,2003,PT,AUTRES ECOLES,ENSTIM Douai,,,,,,,,,,,5.0,0.0,20.0,5.0,188.0,,,3.0676659,50.3755213,59
15214,2003,MP,CONCOURS DES ENSTIM,ENSTIM Douai,,,,,,,,,,,3.0,0.0,100.0,4.0,70.0,,,3.0676659,50.3755213,59
15215,2003,PSI,CONCOURS DES ENSTIM,ENSTIM Douai,,,,,,,,,,,8.0,50.0,25.0,7.0,110.0,,,3.0676659,50.3755213,59
15216,2008,tsi,BANQUE EPREUVES C.C.P,ENSTIM Douai,,,,,,,,,,39,1.0,0.0,0.0,2.0,,,,3.0676659,50.3755213,59
15217,2008,mp,CONCOURS DES ENSTIM,ENSTIM Douai,,,,,,,,,,257,16.0,43.0,50.0,16.0,,,,3.0676659,50.3755213,59
15218,2008,pt,ENSTIM,ENSTIM Douai,,,,,,,,,,147.0,9.0,22.0,67.0,8.0,,,,3.0676659,50.3755213,59
15219,2008,pc,CONCOURS DES ENSTIM,ENSTIM Douai,,,,,,,,,,253,16.0,37.0,50.0,16.0,,,,3.0676659,50.3755213,59
15220,2008,psi,CONCOURS DES ENSTIM,ENSTIM Douai,,,,,,,,,,233,14.0,21.0,50.0,13.0,,,,3.0676659,50.3755213,59
15221,2007,PSI,CONCOURS DES ENSTIM,ENSTIM Douai,,,,,,,,,,176.0,11.0,45.0,55.0,11.0,,,,3.0676659,50.3755213,59
15222,2007,PT,ENSTIM,ENSTIM Douai,,,,,,,,,,125.0,6.0,50.0,34.0,6.0,,,,3.0676659,50.3755213,59
15223,2007,PC,CONCOURS DES ENSTIM,ENSTIM Douai,,,,,,,,,,252.0,12.0,25.0,42.0,13.0,,,,3.0676659,50.3755213,59
15224,2007,TSI,BANQUE EPREUVES C.C.P,ENSTIM Douai,,,,,,,,,,47.0,2.0,0.0,50.0,2.0,,,,3.0676659,50.3755213,59
15225,2007,MP,CONCOURS DES ENSTIM,ENSTIM Douai,,,,,,,,,,209.0,12.0,50.0,34.0,13.0,,,,3.0676659,50.3755213,59
15226,2004,PSI,CONCOURS DES ENSTIM,ENSTIM Douai,,,,,,,,,,141,9.0,44.0,44.0,8,,,,3.0676659,50.3755213,59
15227,2004,MP,CONCOURS DES ENSTIM,ENSTIM Douai,,,,,,,,,,90,0.0,0.0,0.0,3,,,,3.0676659,50.3755213,59
15228,2004,TSI,BANQUE D'EPREUVES C.C.P,ENSTIM Douai,,,,,,,,,,67,2.0,0.0,50.0,2,,,,3.0676659,50.3755213,59
15229,2004,PT,AUTRES ECOLES,ENSTIM Douai,,,,,,,,,,128,5.0,0.0,80.0,4,,,,3.0676659,50.3755213,59
15230,2004,PC,CONCOURS DES ENSTIM,ENSTIM Douai,,,,,,,,,,104,9.0,67.0,22.0,8,,,,3.0676659,50.3755213,59
15231,2005,pc,CONCOURS DES ENSTIM,ENSTIM Douai,,,,,,,,,,135.0,12.0,50.0,25.0,10,,,,3.0676659,50.3755213,59
15232,2005,mp,CONCOURS DES ENSTIM,ENSTIM Douai,,,,,,,,,,135.0,5.0,40.0,60.0,5,,,,3.0676659,50.3755213,59
15233,2005,pt,AUTRES ECOLES,ENSTIM Douai,,,,,,,,,,137.0,8.0,0.0,38.0,8,,,,3.0676659,50.3755213,59
15234,2005,psi,CONCOURS DES ENSTIM,ENSTIM Douai,,,,,,,,,,159.0,12.0,16.0,59.0,10,,,,3.0676659,50.3755213,59
15235,2005,tsi,BANQUE EPREUVES C.C.P,ENSTIM Douai,,,,,,,,,,63.0,2.0,0.0,100.0,3,,,,3.0676659,50.3755213,59
15236,2002,TSI,BANQUE D'EPREUVES C.C.P,ENSTIM Douai,,,,,,,,,,,2.0,0.0,50.0,2,70.0,,,3.0676659,50.3755213,59
15237,2002,MP,CONCOURS DES ENSTIM,ENSTIM Douai,,,,,,,,,,,2.0,0.0,50.0,4,66.0,,,3.0676659,50.3755213,59
15238,2002,PSI,CONCOURS DES ENSTIM,ENSTIM Douai,,,,,,,,,,,7.0,14.0,29.0,7,126.0,,,3.0676659,50.3755213,59
15239,2002,PC,CONCOURS DES ENSTIM,ENSTIM Douai,,,,,,,,,,,7.0,29.0,43.0,7,87.0,,,3.0676659,50.3755213,59
15240,2002,PT,AUTRES ECOLES,ENSTIM Douai,,,,,,,,,,,5.0,0.0,80.0,5,76.0,,,3.0676659,50.3755213,59
15241,2006,tsi,BANQUE EPREUVES C.C.P,POLYTECH Lille G.I.S,,,,,,,,,,255.0,0.0,0.0,0.0,1.0,,,,3.1370078,50.6078394,59
15242,2006,mp,RESEAU POLYTECH,POLYTECH Lille G.I.S,,,,,,,,,,645.0,11.0,45.0,19.0,12.0,,,,3.1370078,50.6078394,59
15243,2006,pc,RESEAU POLYTECH,POLYTECH Lille G.I.S,,,,,,,,,,509.0,1.0,0.0,0.0,1.0,,,,3.1370078,50.6078394,59
15244,2006,psi,RESEAU POLYTECH,POLYTECH Lille G.I.S,,,,,,,,,,729.0,3.0,33.0,0.0,3.0,,,,3.1370078,50.6078394,59
15245,2006,pt,RESEAU POLYTECH,POLYTECH Lille G.I.S,,,,,,,,,,416.0,3.0,33.0,34.0,2.0,,,,3.1370078,50.6078394,59
15246,2009,mp,Concours A,POLYTECH Lille G.I.S,,,,,,,,,,1502,14.0,35.0,36.0,12.0,,,,3.1370078,50.6078394,59
15247,2009,pc,Concours A,POLYTECH Lille G.I.S,,,,,,,,,,1567,0.0,0.0,0.0,1.0,,,,3.1370078,50.6078394,59
15248,2009,pt,Concours A,POLYTECH Lille G.I.S,,,,,,,,,,1076.0,1.0,0.0,0.0,2.0,,,,3.1370078,50.6078394,59
15249,2009,psi,Concours A,POLYTECH Lille G.I.S,,,,,,,,,,1664,1.0,0.0,0.0,3.0,,,,3.1370078,50.6078394,59
15250,2008,mp,Concours A,POLYTECH Lille G.I.S,,,,,,,,,,1368,12.0,50.0,25.0,12.0,,,,3.1370078,50.6078394,59
15251,2008,pt,Concours A,POLYTECH Lille G.I.S,,,,,,,,,,1053.0,3.0,66.0,34.0,2.0,,,,3.1370078,50.6078394,59
15252,2008,pc,Concours A,POLYTECH Lille G.I.S,,,,,,,,,,1504,0.0,0.0,0.0,1.0,,,,3.1370078,50.6078394,59
15253,2008,psi,Concours A,POLYTECH Lille G.I.S,,,,,,,,,,1545,2.0,50.0,0.0,3.0,,,,3.1370078,50.6078394,59
15254,2007,PSI,Concours P,POLYTECH Lille G.I.S,,,,,,,,,,782.0,3.0,33.0,34.0,3.0,,,,3.1370078,50.6078394,59
15255,2007,PT,Concours P,POLYTECH Lille G.I.S,,,,,,,,,,455.0,1.0,0.0,0.0,2.0,,,,3.1370078,50.6078394,59
15256,2007,PC,Concours P,POLYTECH Lille G.I.S,,,,,,,,,,760.0,1.0,100.0,0.0,1.0,,,,3.1370078,50.6078394,59
15257,2007,MP,Concours P,POLYTECH Lille G.I.S,,,,,,,,,,715.0,14.0,35.0,22.0,12.0,,,,3.1370078,50.6078394,59
15258,2005,pc,RESEAU POLYTECH,POLYTECH Lille G.I.S,,,,,,,,,,175.0,1.0,0.0,0.0,1,,,,3.1370078,50.6078394,59
15259,2005,mp,RESEAU POLYTECH,POLYTECH Lille G.I.S,,,,,,,,,,671.0,17.0,35.0,24.0,12,,,,3.1370078,50.6078394,59
15260,2005,pt,RESEAU POLYTECH,POLYTECH Lille G.I.S,,,,,,,,,,341.0,2.0,0.0,0.0,2,,,,3.1370078,50.6078394,59
15261,2005,psi,RESEAU POLYTECH,POLYTECH Lille G.I.S,,,,,,,,,,657.0,4.0,0.0,25.0,3,,,,3.1370078,50.6078394,59
15262,2005,tsi,BANQUE EPREUVES C.C.P,POLYTECH Lille G.I.S,,,,,,,,,,191.0,1.0,100.0,100.0,1,,,,3.1370078,50.6078394,59
15263,2006,tsi,BANQUE EPREUVES C.C.P,POLYTECH Lille I.M.A,,,,,,,,,,208.0,2.0,0.0,0.0,3.0,,,,3.1370078,50.6078394,59
15264,2006,mp,RESEAU POLYTECH,POLYTECH Lille I.M.A,,,,,,,,,,629.0,8.0,0.0,13.0,10.0,,,,3.1370078,50.6078394,59
15265,2006,pc,RESEAU POLYTECH,POLYTECH Lille I.M.A,,,,,,,,,,679.0,3.0,0.0,67.0,5.0,,,,3.1370078,50.6078394,59
15266,2006,psi,RESEAU POLYTECH,POLYTECH Lille I.M.A,,,,,,,,,,634.0,6.0,0.0,17.0,9.0,,,,3.1370078,50.6078394,59
15267,2006,pt,RESEAU POLYTECH,POLYTECH Lille I.M.A,,,,,,,,,,420.0,8.0,37.0,25.0,8.0,,,,3.1370078,50.6078394,59
15268,2009,tsi,BANQUE EPREUVES C.C.P,POLYTECH Lille I.M.A,,,,,,,,,,260,3.0,0.0,34.0,3.0,,,,3.1370078,50.6078394,59
15269,2009,mp,Concours A,POLYTECH Lille I.M.A,,,,,,,,,,1586,2.0,0.0,50.0,10.0,,,,3.1370078,50.6078394,59
15270,2009,pc,Concours A,POLYTECH Lille I.M.A,,,,,,,,,,1567,3.0,0.0,0.0,3.0,,,,3.1370078,50.6078394,59
15271,2009,pt,Concours A,POLYTECH Lille I.M.A,,,,,,,,,,1076.0,0.0,0.0,0.0,5.0,,,,3.1370078,50.6078394,59
15272,2009,psi,Concours A,POLYTECH Lille I.M.A,,,,,,,,,,1673,4.0,0.0,0.0,8.0,,,,3.1370078,50.6078394,59
15273,2008,tsi,BANQUE EPREUVES C.C.P,POLYTECH Lille I.M.A,,,,,,,,,,329,0.0,0.0,0.0,3.0,,,,3.1370078,50.6078394,59
15274,2008,mp,Concours A,POLYTECH Lille I.M.A,,,,,,,,,,1577,5.0,20.0,20.0,12.0,,,,3.1370078,50.6078394,59
15275,2008,pt,Concours A,POLYTECH Lille I.M.A,,,,,,,,,,1056.0,1.0,0.0,0.0,7.0,,,,3.1370078,50.6078394,59
15276,2008,pc,Concours A,POLYTECH Lille I.M.A,,,,,,,,,,1504,1.0,0.0,100.0,4.0,,,,3.1370078,50.6078394,59
15277,2008,psi,Concours A,POLYTECH Lille I.M.A,,,,,,,,,,1545,4.0,25.0,25.0,8.0,,,,3.1370078,50.6078394,59
15278,2007,PSI,Concours P,POLYTECH Lille I.M.A,,,,,,,,,,987.0,8.0,25.0,25.0,8.0,,,,3.1370078,50.6078394,59
15279,2007,PT,Concours P,POLYTECH Lille I.M.A,,,,,,,,,,701.0,4.0,0.0,0.0,9.0,,,,3.1370078,50.6078394,59
15280,2007,PC,Concours P,POLYTECH Lille I.M.A,,,,,,,,,,876.0,3.0,33.0,34.0,5.0,,,,3.1370078,50.6078394,59
15281,2007,TSI,BANQUE EPREUVES C.C.P,POLYTECH Lille I.M.A,,,,,,,,,,195.0,4.0,0.0,0.0,3.0,,,,3.1370078,50.6078394,59
15282,2007,MP,Concours P,POLYTECH Lille I.M.A,,,,,,,,,,889.0,14.0,35.0,22.0,12.0,,,,3.1370078,50.6078394,59
15283,2005,pc,RESEAU POLYTECH,POLYTECH Lille I.M.A,,,,,,,,,,689.0,4.0,0.0,50.0,5,,,,3.1370078,50.6078394,59
15284,2005,mp,RESEAU POLYTECH,POLYTECH Lille I.M.A,,,,,,,,,,623.0,12.0,33.0,42.0,10,,,,3.1370078,50.6078394,59
15285,2005,pt,RESEAU POLYTECH,POLYTECH Lille I.M.A,,,,,,,,,,530.0,10.0,0.0,20.0,8,,,,3.1370078,50.6078394,59
15286,2005,psi,RESEAU POLYTECH,POLYTECH Lille I.M.A,,,,,,,,,,717.0,8.0,0.0,25.0,9,,,,3.1370078,50.6078394,59
15287,2005,tsi,BANQUE EPREUVES C.C.P,POLYTECH Lille I.M.A,,,,,,,,,,169.0,3.0,0.0,100.0,3,,,,3.1370078,50.6078394,59
15288,2006,tsi,BANQUE EPREUVES C.C.P,Réseau Polytech,543.0,5.0,21.0,375.0,5.0,22.0,255.0,7.0,22.0,,2.0,,,4.0,,,,2.3577864,48.8462524,75
15289,2006,tsi,BANQUE EPREUVES C.C.P,Réseau Polytech,543.0,5.0,21.0,375.0,5.0,22.0,255.0,7.0,22.0,,23.0,,,23.0,,,,2.3577864,48.8462524,75
15290,2006,tsi,BANQUE EPREUVES C.C.P,Réseau Polytech,543.0,5.0,21.0,375.0,5.0,22.0,255.0,7.0,22.0,,38.0,,,23.0,,,,2.3577864,48.8462524,75
15291,2006,tsi,BANQUE EPREUVES C.C.P,Réseau Polytech,543.0,5.0,21.0,375.0,5.0,22.0,255.0,7.0,22.0,,4.0,,,9.0,,,,2.3577864,48.8462524,75
15292,2006,tsi,BANQUE EPREUVES C.C.P,ISMEA Gardanne,137.0,5.0,25.0,90.0,4.0,27.0,71.0,4.0,27.0,53.0,2.0,0.0,0.0,5.0,,,,5.4717363,43.4525982,13
15293,2006,mp,CONCOURS TELECOM INT,ISMEA Gardanne,,,,,,,,,,256.0,20.0,20.0,35.0,14.0,,,,5.4717363,43.4525982,13
15294,2006,pc,CONCOURS TELECOM INT,ISMEA Gardanne,,,,,,,,,,144.0,6.0,50.0,0.0,14.0,,,,5.4717363,43.4525982,13
15295,2006,psi,CONCOURS TELECOM INT,ISMEA Gardanne,,,,,,,,,,190.0,15.0,13.0,40.0,14.0,,,,5.4717363,43.4525982,13
15296,2006,pt,CONCOURS COMMUN ENSAM,ISMEA Gardanne,,,,,,,,,,1023.0,7.0,0.0,29.0,5.0,,,,5.4717363,43.4525982,13
15297,2008,tsi,BANQUE EPREUVES C.C.P,ISMEA Gardanne,134.0,2.0,23.0,104.0,2.0,25.0,77.0,2.0,23.0,76,7.0,14.0,43.0,5.0,,,,5.4717363,43.4525982,13
15298,2008,mp,CONCOURS TELECOM INT,ISMEA Gardanne,,,,,,,,,,248,14.0,21.0,36.0,20.0,,,,5.4717363,43.4525982,13
15299,2008,pt,CONCOURS COMMUN ENSAM,ISMEA Gardanne,,,,,,,,,,1043.0,11.0,0.0,73.0,10.0,,,,5.4717363,43.4525982,13
15300,2008,pc,CONCOURS TELECOM INT,ISMEA Gardanne,,,,,,,,,,134,6.0,16.0,34.0,15.0,,,,5.4717363,43.4525982,13
15301,2008,psi,CONCOURS TELECOM INT,ISMEA Gardanne,,,,,,,,,,172,20.0,25.0,30.0,15.0,,,,5.4717363,43.4525982,13
15302,2007,PSI,CONCOURS TELECOM INT,ISMEA Gardanne,,,,,,,,,,171.0,12.0,16.0,34.0,15.0,,,,5.4717363,43.4525982,13
15303,2007,PT,CONCOURS COMMUN ENSAM,ISMEA Gardanne,,,,,,,,,,1042.0,11.0,0.0,37.0,10.0,,,,5.4717363,43.4525982,13
15304,2007,PC,CONCOURS TELECOM INT,ISMEA Gardanne,,,,,,,,,,132.0,13.0,23.0,47.0,15.0,,,,5.4717363,43.4525982,13
15305,2007,TSI,BANQUE EPREUVES C.C.P,ISMEA Gardanne,166.0,7.0,25.0,101.0,7.0,30.0,72.0,8.0,37.0,70.0,6.0,0.0,17.0,5.0,,,,5.4717363,43.4525982,13
15306,2007,MP,CONCOURS TELECOM INT,ISMEA Gardanne,,,,,,,,,,245.0,15.0,26.0,7.0,20.0,,,,5.4717363,43.4525982,13
15307,2005,pc,CONCOURS TELECOM INT,ISMEA Gardanne,,,,,,,,,,669.0,17.0,17.0,42.0,10,,,,5.4717363,43.4525982,13
15308,2005,mp,CONCOURS TELECOM INT,ISMEA Gardanne,,,,,,,,,,1144.0,12.0,41.0,50.0,10,,,,5.4717363,43.4525982,13
15309,2005,pt,AUTRES ECOLES,ISMEA Gardanne,80.0,8.0,32.0,51.0,1.0,36.0,35.0,0.0,40.0,35.0,1.0,0.0,100.0,5,,,,5.4717363,43.4525982,13
15310,2005,psi,CONCOURS TELECOM INT,ISMEA Gardanne,,,,,,,,,,785.0,14.0,21.0,36.0,10,,,,5.4717363,43.4525982,13
15311,2005,tsi,BANQUE EPREUVES C.C.P,ISMEA Gardanne,97.0,6.0,30.0,58.0,5.0,30.0,41.0,2.0,25.0,35.0,4.0,0.0,50.0,5,,,,5.4717363,43.4525982,13
15312,2006,tsi,BANQUE EPREUVES C.C.P,POLYTECH Grenoble Géot.,,,,,,,,,,86.0,1.0,0.0,0.0,1.0,,,,5.752253,45.1846156,38
15313,2006,mp,RESEAU POLYTECH,POLYTECH Grenoble Géot.,,,,,,,,,,562.0,9.0,11.0,23.0,5.0,,,,5.752253,45.1846156,38
15314,2006,bcpst,RESEAU POLYTECH,POLYTECH Grenoble Géot.,,,,,,,,,,322.0,6.0,33.0,17.0,5.0,,,,5.752253,45.1846156,38
15315,2006,pc,RESEAU POLYTECH,POLYTECH Grenoble Géot.,,,,,,,,,,427.0,5.0,20.0,20.0,5.0,,,,5.752253,45.1846156,38
15316,2006,psi,RESEAU POLYTECH,POLYTECH Grenoble Géot.,,,,,,,,,,367.0,4.0,25.0,50.0,5.0,,,,5.752253,45.1846156,38
15317,2006,pt,RESEAU POLYTECH,POLYTECH Grenoble Géot.,,,,,,,,,,222.0,3.0,0.0,0.0,2.0,,,,5.752253,45.1846156,38
15318,2009,tsi,BANQUE EPREUVES C.C.P,POLYTECH Grenoble Géot.,,,,,,,,,,195,2.0,0.0,50.0,1.0,,,,5.752253,45.1846156,38
15319,2009,bcpst,Concours A,POLYTECH Grenoble Géot.,,,,,,,,,,886.0,3.0,100.0,34.0,4.0,,,,5.752253,45.1846156,38
15320,2009,mp,Concours A,POLYTECH Grenoble Géot.,,,,,,,,,,1092,5.0,40.0,20.0,5.0,,,,5.752253,45.1846156,38
15321,2009,pc,Concours A,POLYTECH Grenoble Géot.,,,,,,,,,,1206,4.0,50.0,25.0,5.0,,,,5.752253,45.1846156,38
15322,2009,pt,Concours A,POLYTECH Grenoble Géot.,,,,,,,,,,663.0,2.0,0.0,0.0,1.0,,,,5.752253,45.1846156,38
15323,2009,psi,Concours A,POLYTECH Grenoble Géot.,,,,,,,,,,1673,1.0,100.0,100.0,4.0,,,,5.752253,45.1846156,38
15324,2007,BCPST,Concours P,POLYTECH Grenoble Géot.,,,,,,,,,,446.0,4.0,50.0,25.0,5.0,,,,5.752253,45.1846156,38
15325,2007,PSI,Concours P,POLYTECH Grenoble Géot.,,,,,,,,,,1052.0,4.0,0.0,0.0,5.0,,,,5.752253,45.1846156,38
